rating,votes,isbn,author,series,page_count,publisher,reviews,setting,awards,year,genre,title
3.72,908,0868740233,Hubert Lampo,,,Meulenhoff,26,,,1960,Fiction,De komst van Joachim Stiller
3.33,6,,Becca Lee Nyx,,,,6,,,August 5th 2014,,English
4.37,19,,B.L. Hoffman,,,Smashwords,0,,,August 22nd 2012,,"1479216453
(ISBN13: 9781479216451)"
3.92,12,,Michael Drakich,,224,Self-pulblished,10,,,,,"0987770624
(ISBN13: 9780987770622)"
4.31,"1,783",,Felix Y. Siauw,,,Mizania,252,,,,Religion,Udah Putusin Aja!
3.73,"4,463",0316069159,Glenda Larke,,,Orbit,197,,,September 1st 2009,Fantasy,"The Last Stormlord (Watergivers, #1)"
4.10,388,9588160898,Ángela Becerra,,,Villegas Editores,38,,,2005,Romance,El penultimo sueno
4.38,512,,Mark A. Cooper,,,Sourcebooks Jabberwocky,29,,,March 1st 2012,Spy Thriller,"1402264291
(ISBN13: 9781402264290)"
4.31,337,0385262183,Stephen Levine,,,Anchor,25,,,1978,Spirituality,A Gradual Awakening
3.75,4,,Sam Kuban,,,Grotext Books,1,,,,,B00JJY7XY4
3.92,"15,156",1439164681,Lisa Genova,,,Gallery Books,"2,656",,,September 1st 2012,Fiction,Love Anthony
5.00,1,,Teguh Budiarto,,278,Pustaka Merdeka,0,,,,,9798054024
4.37,68,,Ki Rajanarayanan,,,Annam,6,,,,,Gopallapurathu Makkal
4.80,5,,R.M. Garry,,247,R.M. Garry,3,,,July 14th 2014,,B00LSSP92C
3.57,7,,Jurga Ivanauskaitė,,,Tyto Alba,0,,,1986,,Stebuklinga Spanguolė
3.74,47,,JadedViolet,,428,Wattpad,5,,,,,English
4.13,47,,Robin D. Owens,,,Berkley,6,,,,Fantasy,"0425269833
(ISBN13: 9780425269831)"
3.57,"1,548",,Albert Espinosa,,,Particular Books,159,,,2008,Non Fiction,El mundo amarillo
4.71,7,,Tina Marie Kaht,,,Createspace,6,,,,,"1500109673
(ISBN13: 9781500109677)"
4.11,"3,369",,Whitney Gracia Williams,,,,500,,,June 19th 2013,Romance,"1481896857
(ISBN13: 9781481896856)"
3.81,"13,274",0971977550,Steve Niles,,,IDW Publishing,351,,,2001,Sequential Art,30 Days of Night
4.50,26,,T.E. Ridener,,,,20,,,May 22nd 2014,Fantasy,English
3.52,"6,732",,Preeti Shenoy,,,Srishti Publishers and Distributors,442,,,,Fiction,9380349305
4.03,"1,330",0674016386,Edward O. Wilson,,260,Harvard University Press,80,,,September 1st 1978,Non Fiction,On Human Nature
3.88,984,1401686354,Shannon Dittemore,,,Thomas Nelson Fiction,277,,,,Paranormal,Angel Eyes
3.93,"4,461",037377589X,Susan Andersen,,,HQN Books,227,,,January 1st 2011,Romance,"Playing Dirty (Sisterhood Diaries, #3)"
4.21,62,,Dain C. Heer,,,"Big Country Publishing, LLC",12,,,,Non Fiction,"0984508813
(ISBN13: 9780984508815)"
4.21,103,,James Lyon,,277,Create Space,52,,,July 22nd 2012,Horror,"1483921352
(ISBN13: 9781483921358)"
4.27,11,9794038857,Haing Ngor,,,Gramedia Pustaka Utama,1,,,1987,,A Cambodian Odyssey
3.69,"1,975",,Sophia Dembling,,,Perigee Trade,240,,,December 1st 2012,Non Fiction,"0399537694
(ISBN13: 9780399537691)"
4.75,4,,Matthew D. Heines,,,Createspace,2,,,,,"1453877398
(ISBN13: 9781453877395)"
3.81,"1,514",0316217786,Will McIntosh,,432,Orbit,254,,,,Science Fiction,Love Minus Eighty
4.04,735,,Carolyn Gray,Red-Tainted Silence,,Loose Id,129,,,,Romance,A Red-Tainted Silence
3.73,204,0786889217,M. Scott Peck,,,Hyperion,26,,,March 3rd 1996,Psychology,In Heaven as on Earth: A Vision of the Afterlife
3.78,189,,D.D. Ayres,,,St. Martin's Paperbacks,59,,,,Romance,"1466865792
(ISBN13: 9781466865792)"
4.35,"4,971",,Jessica Park,,,Flat Finn,861,,,May 22nd 2014,Young Adult,Flat-Out Celeste
4.08,"5,576",0375704051,Oliver Sacks,,,Vintage,189,,,1973,Non Fiction,Awakenings
3.99,368,1595983244,P.J. Fiala,,352,Rolling Thunder Romance,105,,,July 29th 2014,Romance,Dog Days of Summer
4.33,3,,Tahnee Fritz,,,Tahnee Fritz,0,,,August 12th 2014,,"0991279123
(ISBN13: 9780991279128)"
3.79,95,0743458338,Donald Moffitt,,,iBooks,8,,,1986,Science Fiction,The Genesis Quest
4.10,169,9953711526,عبد الجبار عدوان,,,دار الفرابي,47,,,,Novels,راوي قرطبة
3.74,200,2742777040,Laurent Gaudé,,,Actes Sud,27,,,January 1st 2008,Roman,La Porte des enfers
3.66,900,,Stuart Neville,,,Soho Crime,199,,,,Mystery,"1616952040
(ISBN13: 9781616952044)"
3.71,148,042522354X,Diane Whiteside,,,Berkley Trade,11,United States,,,Paranormal,"Bond of Darkness (Texas Vampires, #5)"
4.00,62,3596125006,Maria Nurowska,,,"Fischer (Tb.), Frankfurt",3,,,1990,Roman,Briefe der Liebe
3.59,32,,Stanislav Rudolf,,,XYZ,0,,,,,9788073883416
4.93,14,,T.A. Uner,,,,1,,,,,English
4.24,37,,Lawrence H. White,,,Cambridge University Press,4,,,,Economics,"110762133X
(ISBN13: 9781107621336)"
4.32,107,,writerbug44,,,,23,,,,Relationships,English
5.00,1,1845392566,Alec Sillifant,,,Meadowside Children's Books,0,,,,,Danny Templar: Invasion Earth
3.76,"5,479",1596439092,Jennifer Mathieu,,,Roaring Brook Press,"1,136",,,June 1st 2014,Young Adult,The Truth About Alice
4.88,8,,Jeff Fuell,,,Createspace,1,,,December 12th 2009,,"1482348314
(ISBN13: 9781482348316)"
3.60,"3,501",,صنع الله إبراهيم,,,دار المستقبل العربي,465,,,1992,Novels,ذات
4.12,"9,702",,Jessica Sorensen,,,Forever,718,,,January 1st 2013,New Adult,B00BOTU4JI
3.83,145,0805034544,Martin Walker,,,Holt Paperbacks,13,,,1993,History,The Cold War: A History
4.06,"3,397",,Suzanne LaFleur,,,Wendy Lamb Books,615,,,January 1st 2011,Realistic Fiction,"0385740301
(ISBN13: 9780385740302)"
3.99,521,9953366209,حسين البرغوثي,,,المؤسسة العربية للدراسات والنشر,125,,,,Biography,سأكون بين اللوز
3.91,155,0856355305,Leonardo Sciascia,,,Carcanet Press Ltd,10,,,1977,European Literature,Candido ovvero un sogno fatto in Sicilia
3.92,134,,جبرا إبراهيم جبرا,,,دار الآداب,30,,,,,يوميات سراب عفان
3.77,"4,861",,Hazel Gaynor,,,William Morrow Paperbacks,741,,,March 1st 2012,Historical Fiction,"0062316869
(ISBN13: 9780062316868)"
4.93,58,,Elias Zapple,,,,18,,,May 8th 2014,Poetry,English
4.11,19,,Nabse Bamato,,,Amazon,6,,,,Fiction,"1495471772
(ISBN13: 9781495471773)"
4.38,455,,Margaret Atwood,,,Vintage Canada,35,,,,Fiction,"0345808754
(ISBN13: 9780345808752)"
4.10,521,,Sophie Summers,,,Smashwords Edition,40,,,May 5th 2014,Romance,9781311647122
4.34,"3,453",0671028448,Tupac Shakur,,,MTV Books,339,,,,Poetry,The Rose That Grew From Concrete
3.33,"5,184",0763641472,Gregory Maguire,,,Candlewick Press,706,,,September 11th 2007,Fantasy,What-the-Dickens: The Story of a Rogue Tooth Fairy
3.55,941,,Suzanne Lazear,,,Flux,218,,,January 1st 2012,Science Fiction,English
4.20,229,8085725029,William Saroyan,,,P&K,9,,,1957,Literature,Papa You're Crazy
3.77,"7,592",,Brenda K. Davies,,450,Smashwords,646,,,,Paranormal,Awakened
3.94,397,,Dana Fredsti,,,Titan Books,96,,,January 1st 2013,Horror,"0857686364
(ISBN13: 9780857686367)"
4.13,61,,Sue Lawson,,,Black Dog Books,22,,,,Historical Fiction,Forget me not
4.50,4,,Marie Yvette,,,IM Sims Publishing,2,,,,,B00HWLO54C
3.72,"1,018",,Carla Kelly,,,,146,,,December 21st 2010,Romance,B004GEAILW
3.91,853,0413424200,Clifford D. Simak,,,Methuen,25,,,1961,Science Fiction,Time Is the Simplest Thing
3.69,745,,Linda Gillard,,,,111,,,,Mystery,B004USSPN2
4.30,"2,028",1455574465,Rebecca Zanetti,,,Forever,365,,,January 1st 2013,Romance,Sweet Revenge
4.21,"5,459",http://www.kimjonesbooks.com/content/prologue-making-cut,Kim Jones,,,,243,,,,Romance,English
3.74,"1,347",,April Genevieve Tucholke,,,Dial,239,,,,Young Adult,"0803740476
(ISBN13: 9780803740471)"
3.93,370,0743419375,Carolyn Keene,,,Minstrel,7,,,1994,Mystery,"The Message in the Haunted Mansion (Nancy Drew, #122)"
4.00,2,,Sarah Richards,,348,Sarah Richards,1,,,,,9781492803096
4.07,"2,508",0525939210,Dorothy Allison,,,Penguin,161,,,,Autobiography,Two or Three Things I Know for Sure
4.26,"1,314",1420111388,Alexandra Ivy,Guardians of Eternity,,Zebra,108,,,January 1st 2013,Fantasy,Darkness Avenged
4.32,31,,Emm Cole,,,,20,,,September 18th 2013,Mermaids,Keeping Merminia
3.95,"4,194",125005088X,Josephine Angelini,,,Feiwel & Friends,918,,,August 28th 2014,Fantasy,Trial by Fire
3.90,"2,901",0316029211,Karen Miller,,,Orbit,73,,,January 1st 2010,Fantasy,"The Reluctant Mage (The Fisherman's Children, #2)"
4.22,"5,736",0374180652,Michael J. Sandel,,,"Farrar, Straus and Giroux",578,,,,Philosophy,Justice: What's the Right Thing to Do?
3.91,727,,Jenni Moen,,,,284,,,September 19th 2014,Romance,"0990851907
(ISBN13: 9780990851905)"
3.67,3,,Jonathon Jones,,,,1,,,,,Solan
4.26,91,,Donna Grant,,,"DL Grant, LLC",15,,,,Romance,B00MQ68AQ2
3.95,459,0684865750,Witold Rybczynski,,,Scribner,71,,,January 1st 1999,Biography,A Clearing in the Distance: Frederick Law Olmsted and America in the 19th Century
4.19,"2,071",,Taylor Jenkins Reid,,,Washington Square Press,440,,,2014,Womens Fiction,"1476712840
(ISBN13: 9781476712840)"
4.12,211,0312010052,Ethan Mordden,,,St. Martin's Griffin,10,,,1986,Fiction,Buddies
4.03,"3,566",,Christina Henry,,,,198,,,,Fantasy,Black Night
4.08,"3,045",0375758585,Alan Furst,,,Random House Trade,165,,,May 14th 1996,Fiction,The World at Night
4.19,515,2759500519,Kaori Yuki,,,Tonkam,25,,,2004,Sequential Art,ルードヴィッヒ革命 1
3.94,344,,Kevin Alan Milne,,,Center Street,96,,,April 20th 2011,Romance,"1599952955
(ISBN13: 9781599952956)"
3.67,203,0860683982,Pat Barker,,,"Little, Brown Book Group",17,,,,Fiction,Blow Your House Down
3.75,134,0373621582,Alex Archer,,,Gold Eagle,10,,,September 1st 2012,Fantasy,The Matador's Crown
5.00,10,,Rain Murphy,,,Rising Tides,6,,,,,B00M6FU9O4
4.41,"1,102",,C.C. Hunter,,,St. Martin's Griffin,156,,,,Paranormal,"1250044618
(ISBN13: 9781250044617)"
4.36,446,,Lisa Wingate,,,Tyndale House Publishers,183,,,,Christian Fiction,"1414386893
(ISBN13: 9781414386898)"
4.08,216,1577315960,Robert Moss,,,New World Library,30,,,September 10th 2007,Spirituality,"The Three ""Only"" Things: Tapping the Power of Dreams, Coincidence, and Imagination"
4.31,"48,464",,Alexandra Bracken,,,RBA,"6,515",Goodreads Choice Nominee for Best Young Adult Fantasy & Science Fiction (2013),,2012,Science Fiction,The Darkest Minds
3.91,"23,137",0575097566,Ben Aaronovitch,,,Gollancz,"2,884",,,January 1st 2011,Fantasy,Rivers of London
4.92,13,,Ismini Tornivouka,,,Κέδρος,1,,,,,9789600443486
3.86,104,,Mark Twain,,,Applewood Books,15,,,,Classics,"1557094985
(ISBN13: 9781557094988)"
3.76,"1,819",,Scott Hildreth,,,Scott Hildreth Books,364,,,,Romance,B00HOSAE52
3.52,"6,619",0812980093,Teju Cole,,,Random House Trade Paperbacks,"1,034",,,2011,Fiction,Open City
4.47,47,,Rebecca Sherwin,,,,35,,,,Dark,English
3.90,712,9751413109,Zülfü Livaneli,,,Remzi Kitabevi,29,,,,Asian Literature,Son Ada
3.31,327,380005325X,Wolfgang Hohlbein,,,Ueberreuter,14,,,July 2003,Fantasy,Das Buch
3.70,"24,713",,Samantha Shannon,,,Bloomsbury,"4,137",,,2013,Fantasy,The Bone Season
4.42,"160,647",2266232614,R.J. Palacio,,416,Pocket Jeunesse,"24,116",West Australian Young Readers' Book Award (WAYRBA) for Younger Readers (2013),,January 14th 2012,Young Adult,Wonder
4.14,"26,754",,Trudi Canavan,,,Novo Conceito,834,Kyralia,,2002,Fantasy,The High Lord
3.75,4,,Beth Daley,,,Hic Dragones,0,,,November 6th 2013,,9780957679016
4.31,"86,643",0142427551,Marie Lu,,,Speak,"8,098",,,January 29th 2013,Science Fiction,Prodigy
4.22,"1,999",1481270443,Steve McHugh,,,Hidden Realms Publishing,72,,,December 14th 2012,Fantasy,"Born of Hatred (Hellequin Chronicles, #2)"
5.00,1,,Josephine Hasan-Kerr,,,Josephine D. Hasan-Kerr,1,,,,,B00D5LOMBE
4.75,4,,Misha M. Herwin,,264,Penkhull Press,3,,,September 20th 2014,,House of Shadows
3.83,"2,305",,Jenny Han,,,Simon & Schuster Children's Publishing,546,,,,Young Adult,Ashes to Ashes
3.82,"2,848",075534605X,Jack Kilborn,,332,,331,,,,Horror,Trapped
4.42,"54,429",,Colleen Hoover,,,Atria Books,"8,075",,,,New Adult,"1476753172
(ISBN13: 9781476753171)"
4.34,"6,961",9798659120,Pramoedya Ananta Toer,,,Hasta Mitra,801,,,1975,Fiction,Bumi Manusia
4.75,16,,Robyn Roze,,,Robyn Roze,3,,,,,B00BNOXE0A
4.28,"29,895",1406326127,Patrick Ness,,,Walker & Company,"3,401",Teen Buckeye Book Award Nominee (2012),,2010,Young Adult,Monsters of Men
3.71,"23,421",1473520126,Peter Høeg,,,Vintage Digital,"1,352",,,1992,European Literature,Frøken Smillas fornemmelse for sne
4.05,"1,906",9069694212,Yuu Watase,,,Glénat,19,,,April 2002,Sequential Art,"ありす19th, 3"
2.91,105,,Mürvet Sarıyıldız,,,Mola Kitap,9,,,,Asian Literature,9786055577
4.66,76,,Wendy Pini,,,Dark Horse Books,12,,,,Fantasy,"161655407X
(ISBN13: 9781616554071)"
3.77,"33,257",,Harlan Coben,,,De Boekerij,"3,691",,,2013,Mystery,Six Years
3.78,374,0312303033,Nick Earls,,,St. Martin's Griffin,17,,,January 1st 2000,Fiction,Perfect Skin
4.76,"43,763",0575097418,Brandon Sanderson,,,Gollancz,"3,933",,,January 1st 2014,Fantasy,Words of Radiance
3.23,"5,070",1400032180,Ali Smith,,,Anchor,617,,,2005,Fiction,The Accidental
3.61,"1,874",0062326708,Courtney Robertson,,,It Books,373,,,,Non Fiction,I Didn't Come Here to Make Friends: Confessions of a Reality Show Villain
4.37,451,,pleasefindthis,,216,Central Avenue Publishing,37,,,,Poetry,"1771680040
(ISBN13: 9781771680042)"
3.97,"1,008",,Jolina Petersheim,,,Tyndale House Publishers,195,,,June 21st 2013,Christian Fiction,"141437934X
(ISBN13: 9781414379340)"
4.27,405,,Lucian Bane,,,,109,,,,Erotica,B00MOLZCQ0
0.00,0,,Michele Scalini,,,Narcissus,0,,,,,"6050324786
(ISBN13: 9786050324785)"
4.71,7,,Arie Farnam,,,Amazon Digital Services,2,,,,,B00OYJVVZG
4.76,"20,258",,J.K. Rowling,,,Scholastic,122,,,October 1st 2003,Fantasy,"0439682584
(ISBN13: 9780439682589)"
4.21,"1,527",,Cat Clarke,,,Robert Laffont - Collection R,356,,,December 20th 2012,Young Adult,"2221136446
(ISBN13: 9782221136447)"
4.03,686,0805080570,Linda Greenhouse,,,Times Books,73,,,May 2nd 2005,Law,Becoming Justice Blackmun: Harry Blackmun's Supreme Court Journey
4.03,"3,419",0559067917,Leo Tolstoy,,,BiblioLife,74,,,1877,Classics,Aнна Kapeнина
4.00,96,,Shatrujeet Nath,,,Grey Oak/Westland,32,,,,Fiction,9789382618355
4.02,"22,743",8804471379,William Gibson,,252,Mondadori,405,Nebula Award Nominee for novelette (Burning Chrome) (1983),,July 1982,Science Fiction,Burning Chrome
4.25,398,0141340053,Chris Bradford,Bodyguard,,Puffin Books,43,Carnegie Medal in Literature Nominee (2014),,,Young Adult,Hostage
3.43,"1,240",,Christian Simamora,,,GagasMedia,194,,,,Romance,"9797803937
(ISBN13: 9789797803933)"
3.98,136,,Éric Dupont,,,Marchand de feuilles,27,,,,,La fiancée américaine
4.08,"5,967",0062286927,Sara Raasch,,,Balzer + Bray,"1,157",,,January 1st 2014,Fantasy,Snow Like Ashes
4.17,"9,494",,Tijan,,,,607,,,,New Adult,B00BD7M62E
4.08,"2,177",1101201223,Yvon Chouinard,,,Penguin Group (USA),272,,,2005,Business,Let My People Go Surfing: The Education of a Reluctant Businessman
3.74,"18,956",0812994868,Naoki Higashida,,,Random House,"2,746",,,2005,Non Fiction,The Reason I Jump
3.72,"33,703",,Charlotte Brontë,,529,Bantam Classics,"1,869",,,1853,Classics,"0553212435
(ISBN13: 9780553212433)"
4.67,3,,Cary Stone,,,Fine Line Books,1,,,January 22nd 2014,,B00ITVJOQI
4.82,38,,Ta Ra Su,,,,5,,,April 1983,,Kannada
4.77,128,,Janet E. Morris,,,Perseid Press,42,,,April 5th 2010,Fantasy,"0988755009
(ISBN13: 9780988755000)"
4.04,"4,182",,Richard Yates,,,Norstedts,399,,,1976,Fiction,The Easter Parade
4.67,3,,Christopher Rankin,,,,1,,,,,B00PMY57KM
4.04,"3,595",038553082X,Michio Kaku,,,Doubleday,354,,,January 1st 2014,Science,The Future of the Mind
3.84,80,,Nicholas Ryan,,,"Amazon Digital Services, Inc",28,,,,Horror,B00NH218S6
4.30,101,0751533475,Cynthia Harrod-Eagles,,,"Little, Brown Book Group",9,,,November 1st 2007,Historical Fiction,The Measure of Days
3.63,"142,396","Robinson Crusoe, Friday",Daniel Defoe,,,,"3,155",,,1719,Classics,"The Life and Strange Surprising Adventures of Robinson Crusoe of York, Mariner"
3.99,"189,695",0062255681,Neil Gaiman,,6,HarperAudio,"25,762",,,2013,Fantasy,The Ocean at the End of the Lane
4.34,233,076142962X,Raychel Haugrud Reiff,,,Cavendish Square Publishing,13,,,,Poetry,Sylvia Plath Sylvia Plath: The Bell Jar and Poems the Bell Jar and Poems (Writers and Their Works)
4.14,785,,Georges Perec,,,Metis Yayınları,58,,,1967,European Literature,Un homme qui dort
4.94,107,,Stephen Douglass,,,,8,,,August 11th 2011,,English
3.80,"19,406",,John Perkins,,,Berrett-Koehler,"2,439",,,January 1st 2004,Non Fiction,Confessions of an Economic Hit Man
3.99,"18,028",349270249X,Jennifer Estep,,,IVI,"1,510",,,August 1st 2011,Young Adult,Touch of Frost
4.28,"1,494",9045003724,Geert Mak,,853,Atlas,128,,,2004,History,In Europa
3.86,"1,380",,Janet E. Morris,,398,Perseid Press,26,,,1985,Fantasy,Beyond Sanctuary
4.25,823,0812522281,Eve Forward,,,Tom Doherty Assoc Llc,83,,,1995,Fantasy,Villains by Necessity
3.49,625,0316187372,Daniel Tammet,,,"Little, Brown and Company",122,,,August 1st 2012,Non Fiction,Thinking in Numbers
4.18,199,0801839173,René Girard,,,Johns Hopkins University Press,19,,,1982,Philosophy,Le bouc émissaire
3.91,439,1858480442,Enid Blyton,,,,16,,,1941,Childrens,The Adventurous Four
4.20,"4,731",0316125873,Barry Lyga,,,"Little, Brown Books for Young Readers",847,,,,Young Adult,"Game (Jasper Dent, #2)"
4.21,262,,Mia Couto,,,Companhia das Letras,7,,,,Short Stories,Estórias Abensonhadas
4.53,"1,207",1560976470,Charles M. Schulz,,,Fantagraphics Books,39,Will Eisner Comic Industry Awards for Best Archival Collection/Project (2005),,2004,Humor,"The Complete Peanuts, Vol. 3: 1955-1956"
5.00,4,,Korban Blake,,,Archaeopteryx Books,1,,,,,"Surviving The Cuts, And Other Disasters"
4.02,750,,Marlene Van Niekerk,,,Tin House Books,141,,,January 1st 2006,Fiction,"0982503091
(ISBN13: 9780982503096)"
5.00,4,,Tamara Philip,,,Vanilla Heart Publishing,1,,,,,B00PUS7SF2
3.79,506,,Candace Knoebel,,,Candace Knoebel,80,,,February 18th 2014,Fantasy,Everlasting
3.94,217,0312335393,Paul Russell,,,St. Martin's Griffin,16,,,2003,Fiction,War Against the Animals
4.58,462,,John Flanagan,,,Seoul Gyoyuk,0,,,,,"8983782129
(ISBN13: 9788983782120)"
3.85,"2,424",0439164575,Gordon Korman,,,Scholastic Paperbacks,112,,,June 1st 2001,Adventure,"Survival (Island, Book 2)"
4.36,14,,D.B. Tarpley,,,Fattafinga Publications,0,,,,Horror,B0081GEFA6
4.08,"5,381",,Natasha Preston,,,,373,,,March 21st 2013,Romance,Broken Silence
4.08,"2,791",054537099X,Kat Falls,,,Scholastic,524,,,,Science Fiction,Inhuman
4.23,"17,716",8806134604,Fyodor Dostoyevsky,,706,Einaudi,618,,,1872,Classics,Бесы
4.06,"11,908",,John Scalzi,,8,Audible Frontiers,"1,353",,,January 1st 2011,Science Fiction,Fuzzy Nation
4.32,132,9645529247,نادر ابراهیمی,,432,روزبهان,13,,,1992,,آتش بدون دود کتاب سوم: اتحاد بزرگ
3.61,615,,Tierney O'Malley,Blue-Eyed Four,,Totally Bound,44,,,March 25th 2010,Romance,"Passionate Bid (Blue-Eyed Four, #1)"
4.02,"3,887",,Cindy C. Bennett,,,Createspace,453,,,June 29th 2010,Young Adult,"1453663312
(ISBN13: 9781453663318)"
4.14,"6,243",0099484935,Louis de Bernières,,,Vintage,766,,,2004,Fiction,Birds Without Wings
4.43,577,,Alistair Urquhart,,,Hachette Digital,96,,,January 1st 2010,History,B00371V8ZU
4.00,8,,Sir James George Frazer,,,SMK Books,0,,,,,B00KZFPL4K
5.00,3,,Miriam Lewin,,,Planeta (Espejo de la Argentina,0,,,,,Putas y Guerrilleras
4.09,"1,219",0192755064,Rosemary Sutcliff,,,Oxford University Press,105,,,1959,Historical Fiction,The Lantern Bearers
3.93,"16,558",,Fannie Flagg,,,Random House,"2,906",,,November 1st 2013,Fiction,"1400065941
(ISBN13: 9781400065943)"
4.18,89,,Kālidāsa,,,South Asia Books,1,,,January 1998,Poetry,"8120804201
(ISBN13: 9788120804203)"
4.31,"3,629",,Gene Luen Yang,,,Dark Horse Comics,164,,,September 26th 2012,Sequential Art,"1595829415
(ISBN13: 9781595829412)"
3.90,"11,957",8865590319,Amitav Ghosh,Ibis Trilogy,,Beat,"1,455",India,"Man Booker Prize Nominee (2008), Vodafone Crossword Book Award for Fiction (2008), Indiaplaza Golden Quill Book Award for Best Novel / Popular Vote Award (2009)",2008,Fiction,Sea of Poppies
4.33,76,,Slavenka Drakulić,,,,9,,,January 1st 2014,,Optužena
3.60,"1,616",0375750223,Amy Bloom,,,Vintage,161,,,December 30th 1996,Fiction,Love Invents Us
3.70,"3,083",0141010878,Sue Townsend,The Queen and I,,Penguin,214,United Kingdom,,January 1st 1992,Fiction,The Queen and I
4.05,"1,720",,Mila Gray,,,Pan Macmillan,272,,,,New Adult,Come Back to Me
4.18,"3,414",0307749169,Nick Vujicic,,,Random House Audio Publishing Group,483,,,August 31st 2007,Non Fiction,Life Without Limits
3.67,300,0393313093,Barry Unsworth,,,W. W. Norton & Company,28,,,1985,Fiction,Stone Virgin
3.69,933,,Glenn Cooper,,,Grijalbo,101,,,2012,Thriller,The Librarians
3.44,"6,869",0425263150,Charlaine Harris,"Midnight, Texas",305,Ace Hardcover,"1,491",,,January 1st 2014,Mystery,Midnight Crossroad
4.02,"1,757",,L. Frank Baum,,432,Penguin Classics,20,,,,Classics,"0143106635
(ISBN13: 9780143106630)"
4.25,"11,184",9722105248,José Saramago,,,Caminho,636,,,1991,Fiction,O Evangelho Segundo Jesus Cristo
4.04,595,,Nenia Campbell,,,,154,,,,Dark,B00EEA8M8E
4.51,82,0299179745,George Lucius Salton,,,University of Wisconsin Press,10,,,September 4th 2002,World War II,The 23rd Psalm: A Holocaust Memoir
3.93,"7,685",,Amanda Stevens,,,Harlequin Holland,"1,228",,,2011,Fantasy,The Restorer
4.22,"17,775",,Terry Hayes,,,Transworld Digital,"2,638",,,,Thriller,I Am Pilgrim
4.48,"1,287",,Cate Tiernan,,,,49,,,2001,Paranormal,English
4.00,"1,133",9722117041,Gonçalo M. Tavares,,,Editorial Caminho,81,,,,Fiction,Jerusalém
4.88,34,9781475952,Tom Ufert,,,IUniverse,10,,,,,"Adversity Builds Character; An Inspirational True Life Story of Disability, Addiction and Acceptance"
3.83,"102,842",,Jostein Gaarder,,,Centar za geopoetiku,"5,239",,,1991,Fiction,Sofies Verden
4.14,442,9682704391,Jorge Ibargüengoitia,,,Joaquín Mortiz,21,,,1975,European Literature,Estas ruinas que ves
3.88,"143,176",,Liane Moriarty,,,Putnam Adult,"15,429",,,October 1st 2007,Book Club,The Husband's Secret
4.11,731,1570281823,David A. Whitsett,,,McGraw-Hill,113,,,January 11th 1998,Non Fiction,The Non-Runner's Marathon Trainer
4.28,"4,773",,Charlotte Brontë,,,"Redwood Editions, a division of Hinkler Book Distributors",89,,,,Classics,"1865150762
(ISBN13: 9781865150765)"
3.77,44,,Chas Newkey-Burden,,,HarperCollins,8,,,December 30th 2013,Non Fiction,"0007544219
(ISBN13: 9780007544219)"
4.18,630,,Marissa Honeycutt,,202,,129,,,September 1st 2014,Dark,The Life of Anna
4.73,33,,Molly Evangeline,,,Living Sword Publishing,15,,,February 12th 2012,Fantasy,"0983774013
(ISBN13: 9780983774013)"
4.88,78,,Karl Wiggins,,91,Amazon Digital Services,1,,,,Language,B00JDVIHTI
4.12,694,,Tali Alexander,,,Tali Alexander Books Inc.,219,,,May 17th 2014,Romance,"0996052917
(ISBN13: 9780996052917)"
3.92,"10,729",0062006142,Diana Peterfreund,,,Balzer + Bray,"1,845",,,,Young Adult,For Darkness Shows the Stars
4.48,98,,K.C. Blaze,,,True Glory Publications,20,,,October 14th 2014,,B00NLYZZ3Y
4.40,"29,346",,Paullina Simons,,,HarperCollins,"4,043",,,2001,Historical Fiction,The Bronze Horseman
4.06,"122,232",,Arthur C. Clarke,,,Orbit,"2,346",,,1968,Science Fiction,2001: A Space Odyssey
3.97,"12,541",1616817127,Josephine Tey,,,Simon & Schuster Adult Publishing Group,"1,544",United Kingdom,,1951,Mystery,The Daughter of Time
3.73,"126,375",,Niccolò Machiavelli,,324,Humanitas,"3,412",,,1513,Classics,Il Principe
3.92,"9,726",9000034876,Mary Hoffman,,,Van Goor,436,,,January 1st 2002,Fantasy,City of Masks
4.18,"5,127",1400077303,Ron Chernow,,,Vintage,260,,,1997,History,"Titan: The Life of John D. Rockefeller, Sr."
3.64,612,0375708456,Rupert Thomson,,,Vintage,50,,,1999,Fiction,The Book of Revelation
4.15,129,2277233110,Stephen King,,,J'ai Lu,12,,,1978,Horror,"The Stand, Part I"
4.39,"413,818",,George R.R. Martin,,,Bantam Spectra,"15,904",,,November 16th 1998,Fantasy,A Clash of Kings
4.28,"1,897",0141324317,Chris Bradford,,,Puffin Books,113,,,2009,Historical Fiction,The Way of the Sword
4.21,"5,665",0385755880,Jennifer Niven,,,Knopf,"1,473",,,,Young Adult,All the Bright Places
4.11,189,,Dee,,,BookCyclone,9,,,,Asian Literature,B005C6EAXA
4.36,"757,962",0375842209,Markus Zusak,,,Alfred A. Knopf,"72,938",,,2005,Historical Fiction,The Book Thief
3.66,"51,131",0099506246,Haruki Murakami,,,Vintage,"3,521",,,2004,Fiction,アフターダーク [Afutā Dāku]
4.26,"71,818",0099580489,Hugh Howey,Wool,,Arrow Books,"8,469",Goodreads Choice Nominee for Best Science Fiction (2012),,January 25th 2012,Science Fiction Fantasy,Wool Omnibus
